,Condition,State,City,Price,Currency,ITEM_CONDITION,LENGTH,PASSENGER_CAPACITY,POWER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,ENGINE_DISPLACEMENT,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,SINGLE_OWNER,ENGINE_MANUFACTURER,MOTO_TYPE,CYLINDERS,LOADING_CAPACITY,HOURS_OF_USE,FORKLIFT_TYPE,HAS_POWER_TRIM,ENGINE_QUANTITY,BEAM,OPERATING_WEIGHT,LINE,WEIGHT,DRAFT,INTERNAL_DIAMETER,MAX_POWER
MLM803066008,used,Querétaro,Querétaro,250000.0,MXN,Usado,,,,,,,Nissan,5,,Gasolina,51084 km,X-Trail,,SENSE 7 PASAJEROS,2017,,,,,,,,,,,,,,,,
MLM797218574,used,Yucatán,Mérida,159000.0,MXN,Usado,,,,Delantera,,1.8 L,Toyota,4,,Gasolina,65000 km,Corolla,Automática,1.8 Base Man At,2014,,,,,,,,,,,,,,,,
MLM798168553,used,Jalisco,Guadalajara,225000.0,MXN,Usado,,,,,,1600 cc,BMW,,,Gasolina,63000 km,K 1600 GTL,,,2013,,,Crucero,,,,,,,,,,,,,
MLM805742731,used,Guanajuato,Irapuato,249000.0,MXN,Usado,,,,Delantera,,1598 cc,Nissan,5,,Gasolina,53000 km,Kicks,Automática,1.6 Advance Cvt,2017,,,,,,,,,,,,,,,,
MLM759010492,not_specified,Jalisco,Guadalajara,27500.0,USD,,,,,,,,DOOSAN,,,Diésel,,D30NXP,Automática,,2020,Sí,Yanmar,,,3000 kg,,Montacarga,,,,,,,,,
MLM784390776,used,Querétaro,Querétaro,155000.0,MXN,Usado,,,,Delantera,,1798 cc,Nissan,4,,Gasolina,21000 km,Tiida,Manual,1.8 Advance Sedan Mt,2018,,,,,,,,,,,,,,,,
MLM793235052,used,Distrito Federal,Miguel Hidalgo,399500.0,MXN,Usado,,,,Delantera,,,Volkswagen,5,,Gasolina,25293 km,Tiguan,Automática,5p Confortline L4/1.4/T Aut 7 Pas,2019,,,,,,,,,,,,,,,,
MLM815318597,used,Puebla,Puebla,199000.0,MXN,Usado,,5,,4x4,Sí,4 L,Nissan,5,4.0,Gasolina,120700 km,Pathfinder,Automática,Exclusive V6 Awd At,2013,No,,,,,,,,,,,,,,,
MLM785465641,used,Estado De México,Tlalnepantla de Baz,109900.0,MXN,Usado,4338 mm,4,103 hp,Delantera,Sí,1598 cc,Chevrolet,4,1.6,Gasolina,48236 km,Aveo,Manual,1.6 Ls Mt,2016,No,,,,,,,,,,,,,,,
MLM808035694,used,Jalisco,Guadalajara,45000.0,MXN,Usado,,,,,,500 cc,Honda,,,,30000 km,Silver wing,,,1981,,,Turismo,,,,,,,,,,,,,
MLM802736992,used,Estado De México,Cuautitlán Izcalli,195000.0,MXN,Usado,3954 mm,3,125 hp,Delantera,Sí,1.4 L,Audi,3,1.4,Gasolina,77000 km,A1,Automática,1.4 S- Line S-tronic Dsg,2015,,,,,,,,,,,,,,,,
MLM812401595,used,Distrito Federal,Tlalpan,149900.0,MXN,Usado,,,,,,,Chevrolet,5,,Gasolina,85000 km,Express,Automática,CARGO VAN,2009,,,,,,,,,,,,,,,,
MLM807485949,used,Distrito Federal,Benito Juárez,130000.0,MXN,Usado,,,,Delantera,,1.6 L,Chevrolet,5,,Gasolina,33000 km,Sonic,Automática,1.6 Ltz At,2014,,,,,,,,,,,,,,,,
MLM806910039,used,Distrito Federal,Tlalpan,369900.0,MXN,Usado,5220 mm,,261 hp,4x2,Sí,3954 cc,Nissan,2,4.0,Gasolina,23000 km,Frontier,Automática,4.0 Pro-4x V6 4x2 At,2018,,,,,,,,,,,,,,,,
MLM806665599,used,Distrito Federal,Alvaro Obregón,890000.0,MXN,Usado,4784 mm,2,650 hp,Trasera,Sí,6162 cc,Chevrolet,2,6.2,Gasolina,8300 km,Camaro,Automática,6.2 Zl1 At,2017,,,,,,,,,,,,,,,,
MLM794341867,used,Distrito Federal,Gustavo A. Madero,529000.0,MXN,Usado,,,,4x4,,2 L,Mercedes-Benz,5,,Gasolina,49000 km,Clase GLA,Automática,2.0 45 Amg Edition 1 At,2015,,,,,,,,,,,,,,,,
MLM805069701,used,Distrito Federal,Tlalpan,128500.0,MXN,Usado,4597 mm,4,,Delantera,Sí,1.8 L,Chevrolet,4,1.8,Gasolina,42000 km,Cruze,Automática,1.8 Ls At,2014,,,,,,,,,,,,,,,,
MLM778050522,used,Estado De México,Metepec,390000.0,MXN,Usado,,,,4x2,,3.6 L,Jeep,5,,Gasolina,60000 km,Grand Cherokee,Automática,3.6 Limited V6 Nav 4x2 At,2015,,,,,,,,,,,,,,,,
MLM797142852,used,Estado De México,Tlalnepantla de Baz,115000.0,MXN,Usado,4470 mm,5,,4x4,Sí,2.7 L,Suzuki,5,2.7,Gasolina,95000 km,Grand Vitara,Manual,2.7 V6 Gls Mt,2008,,,,,,,,,,,,,,,,
MLM802985861,used,Distrito Federal,Coyoacán,133000.0,MXN,Usado,,,,Delantera,,1206 cc,Chevrolet,4,,Gasolina,43811 km,Beat,Manual,1.3 Nb Lt Mt,2018,,,,,,,,,,,,,,,,
MLM810057692,used,Jalisco,Guadalajara,175900.0,MXN,Usado,4575 mm,5,,4x4,Sí,2.4 L,Honda,5,2.4,Gasolina,59000 km,CR-V,Manual,2.4 Ex Mt,2011,,,,,,,,,,,,,,,,
MLM794920698,used,Guanajuato,León,409000.0,MXN,Usado,,,,,Sí,,Volkswagen,5,,Gasolina,19976 km,Tiguan,Automática,COMFORTLINE TSI 1.4L DSG L4  150 HP,2019,,,,,,,,,,,,,,,,
MLM808263149,used,Puebla,Puebla,165000.0,MXN,Usado,,,,Trasera,,3 L,BMW,2,,Gasolina,140700 km,Serie 1,Automática,3.0 Coupe 125ia At,2009,,,,,,,,,,,,,,,,
MLM796554815,used,Jalisco,Guadalajara,189000.0,MXN,Usado,,,,,,1200 cc,BMW,,,,30000 km,"GS 1,200",,,2013,,,BMW,,,,,,,,,,,,,
MLM786745132,used,Querétaro,Querétaro,185000.0,MXN,Usado,,,,4x4,,3.5 L,Honda,5,,Gasolina,220000 km,Pilot,Automática,Exl Aa Ee Piel 4x4 At,2010,,,,,,,,,,,,,,,,
MLM783267151,used,Puebla,Puebla,475000.0,MXN,Usado,,,,4x2,,5654 cc,RAM,2,,Gasolina,13000 km,4000,Manual,5.7 Chasis Cabina Pl 4x2 Mt,2018,,,,,,,,,,,,,,,,
MLM777904799,new,Distrito Federal,Xochimilco,56070.0,MXN,Nuevo,,,,,,180 cc,Benelli,,,Gasolina,0 km,TNT 180,,,2020,,,Naked,,,,,,,,,,,,,
MLM811382535,used,Estado De México,Metepec,290000.0,MXN,Usado,4624 mm,2,,Trasera,Sí,3 L,BMW,2,3.0,Gasolina,99250 km,Serie 3,Automática,3.0 335ia M Sport At,2014,,,,,,,,,,,,,,,,
MLM808058385,used,Estado De México,Ecatepec de Morelos,53000.0,MXN,Usado,,,,4x4,,5.4 L,Ford,5,,Gasolina,120000 km,Expedition,Automática,5.4 Eddie Bauer Piel 4x4 At,1999,,,,,,,,,,,,,,,,
MLM807923135,used,Estado De México,Tlalnepantla de Baz,89800.0,MXN,Usado,,,,Delantera,,,Chevrolet,4,1.6,Gasolina,75000 km,Aveo,Manual,LS STD 5 VEL AC,2014,,,,,,,,,,,,,,,,
MLM804587393,used,Nuevo León,Monterrey,545000.0,MXN,Usado,,,,,,,Jeep,5,,Gasolina,84710 km,Grand Cherokee,Automática,SRT-8,2014,,,,,,,,,,,,,,,,
MLM801394855,used,Estado De México,Tultitlán,189900.0,MXN,Usado,,,,Delantera,Sí,2 L,Mazda,4,2.0,Gasolina,57500 km,Mazda 3,Manual,2.0 Sedan I L4 Man Mt,2015,,,,,,,,,,,,,,,,
MLM798456667,used,Aguascalientes,Aguascalientes,132000.0,MXN,Usado,4540 mm,5,,Delantera,Sí,1.8 L,Toyota,4,1.8,Gasolina,92000 km,Corolla,Automática,1.8 Xle At,2012,No,,,,,,,,,,,,,,,
MLM812764961,used,Distrito Federal,Tlalpan,269000.0,MXN,Usado,4630 mm,4,174 hp,Delantera,Sí,1496 cc,Honda,4,1.5,Gasolina,47000 km,Civic,Automática,1.5 Turbo Plus At Cvt,2016,Sí,,,,,,,,,,,,,,,
MLM806213291,used,Jalisco,Tlaquepaque,239700.0,MXN,Usado,,,,,,,Suzuki,5,,Gasolina,41000 km,Grand Vitara,Automática,GLX,2018,,,,,,,,,,,,,,,,
MLM790078882,used,Puebla,San Andrés Cholula,198000.0,MXN,Usado,,,,Trasera,,1495 cc,Toyota,4,,Gasolina,6000 km,Avanza,Automática,1.5 Le At,2018,,,,,,,,,,,,,,,,
MLM784751761,used,Jalisco,Tepatitlán de Morelos,270000.0,MXN,Usado,,,,Trasera,,6.2 L,Chevrolet,2,,Gasolina,97000 km,Camaro,Automática,Ss V8 At,2010,,,,,,,,,,,,,,,,
MLM796373973,used,Distrito Federal,Miguel Hidalgo,185000.0,MXN,Usado,5151 mm,5,,Delantera,Sí,3.6 L,Chrysler,5,3.6,Gasolina,70000 km,Town & Country,Manual,3.6 Li Mt,2015,,,,,,,,,,,,,,,,
MLM806653157,used,Distrito Federal,Coyoacán,167500.0,MXN,Usado,,,,Trasera,,1495 cc,Toyota,4,,Gasolina,59000 km,Avanza,Manual,1.5 Le Mt,2017,,,,,,,,,,,,,,,,
MLM796151657,used,Morelos,Cuernavaca,119000.0,MXN,Usado,,,,Delantera,,1598 cc,Nissan,4,,Gasolina,73000 km,Versa,Manual,1.6 Sense Mt,2016,,,,,,,,,,,,,,,,
MLM797825122,used,Jalisco,Guadalajara,64999.0,MXN,Usado,,,,,,250 cc,VELOCI,,,Gasolina,10000 km,XEVERUS PRO,,,2018,,,Doble propósito,,,,,,,,,,,,,
MLM802703379,used,Estado De México,Tlalnepantla de Baz,195000.0,MXN,Usado,,,,,,,Chevrolet,5,,Gasolina,79000 km,Express Van,,LS 8 pasajeros,2001,,,,,,,,,,,,,,,,
MLM797559939,used,Nuevo León,Monterrey,240000.0,MXN,Usado,4365 mm,5,,Delantera,Sí,1.6 L,Peugeot,5,1.6,Gasolina,58230 km,3008,Manual,1.6 Féline Mt,2015,No,,,,,,,,,,,,,,,
MLM792938284,used,Estado De México,Tlalnepantla de Baz,149000.0,MXN,Usado,,,,Delantera,,,Ford,5,,Gasolina,78848 km,Focus,Automática,2.0 Se Plus At,2014,,,,,,,,,,,,,,,,
MLM777800379,used,Distrito Federal,Azcapotzalco,335000.0,MXN,Usado,,,,Delantera,Sí,,Volkswagen,5,,Gasolina,12714 km,Tiguan,Automática,5 pts. Trendline Plus,2018,,,,,,,,,,,,,,,,
MLM754150019,used,Nuevo León,Santiago,499000.0,MXN,Usado,,,,,,,Ford,2,,Gasolina,100000 km,T,Manual,HOT ROD,1932,,,,,,,,,,,,,,,,
MLM786977144,used,Nuevo León,Monterrey,52500.0,MXN,,,,,,,,Don Toro,,,,,AVISPADO VIP,,,2020,,,,,,,,,,,,,,,,
MLM792121774,not_specified,Estado De México,Tecámac,355000.0,MXN,,,,,,,,Nissan,,,,,2015,Automática,,2015,,,,,,,,,,,,,,,,
MLM760273171,not_specified,Chihuahua,Chihuahua,36000.0,USD,,,,109 hp,,Sí,,John Deere,,,,,160C,,,2001,,,,,,13300 h,,,,,16157 kg,,,,,
MLM808101251,used,Jalisco,Guadalajara,155000.0,MXN,Usado,3954 mm,5,125 hp,Delantera,Sí,1.4 L,Audi,5,1.4,Gasolina,90000 km,A1,Automática,1.4 Sportback Cool S-tronic Dsg,2011,,,,4,,,,,,,,,,,,
MLM799906001,used,Distrito Federal,Alvaro Obregón,699000.0,MXN,Usado,,,,4x4,,6.2 L,Cadillac,5,,Gasolina,43000 km,Escalade ESV,Automática,6.2 Premium Esv At,2016,,,,,,,,,,,,,,,,
MLM776458608,used,Estado De México,Huixquilucan,183900.0,MXN,Usado,,,,Delantera,,,SEAT,5,,Gasolina,39800 km,Toledo,Automática,1.4 Advance Dsg,2016,,,,,,,,,,,,,,,,
MLM793116620,used,Estado De México,Naucalpan,289500.0,MXN,Usado,,5,,4x4,Sí,2 L,Audi,5,2.0,Gasolina,80000 km,Q5,Automática,2.0 Elite S Tronic Quattro Dsg,2013,,,,,,,,,,,,,,,,
MLM813394537,used,Distrito Federal,Alvaro Obregón,795000.0,MXN,Usado,4347 mm,,,Trasera,Sí,3.4 L,Porsche,2,3.4,Gasolina,13000 km,Cayman,Automática,3.4 R Pdk At,2012,,,,,,,,,,,,,,,,
MLM807757680,used,Distrito Federal,Gustavo A. Madero,129900.0,MXN,Usado,,,,,,,SEAT,5,,Gasolina,76069 km,Ibiza,,STYLE MANUAL,2014,,,,,,,,,,,,,,,,
MLM806286422,used,Hidalgo,Pachuca De Soto,325000.0,MXN,Usado,,,,Delantera,,1.8 L,Audi,5,,Gasolina,78000 km,A3,Manual,1.8 S-line Mt,2015,,,,,,,,,,,,,,,,
MLM786646832,used,Jalisco,Tepatitlán de Morelos,189000.0,MXN,Usado,,,,Delantera,,,Mini,3,,Gasolina,42700 km,Cooper S,Automática,S TURBO,2012,,,,,,,,,,,,,,,,
MLM791911763,used,Nuevo León,Monterrey,179000.0,MXN,Usado,,,,Delantera,,,Buick,5,3.6,Gasolina,63000 km,Enclave,Automática,CXL,2011,,,,,,,,,,,,,,,,
MLM766206678,used,Distrito Federal,Gustavo A. Madero,245000.0,MXN,Usado,4555 mm,5,153 hp,Delantera,Sí,1998 cc,Mazda,5,2.0,Gasolina,95000 km,CX-5,Automática,2.0 L I Grand Touring At,2016,,,,,,,,,,,,,,,,
MLM803322671,new,Coahuila,Ramos Arizpe,650000.0,MXN,Nuevo,,,,,,,Kenworth,,,,0 km,T800,Manual,,2009,,,,,,,,,,,,,,,,
MLM797174927,used,Guanajuato,Celaya,289000.0,MXN,Usado,5335 mm,,166 hp,Trasera,Sí,2693 cc,Toyota,4,2.7,Gasolina,56000 km,Hilux,Manual,2.7 Cabina Doble Sr Mt,2017,No,,,,,,,,,,,,,,,
MLM803856376,used,Estado De México,Toluca,226000.0,MXN,,,,,,,,Compacto,,,,,cm-17,,,1990,,,,,,,,,,,,,,,,
MLM809694422,used,Jalisco,Guadalajara,109900.0,MXN,Usado,,5,,Delantera,Sí,1.2 L,Chevrolet,5,1.2,Gasolina,50000 km,Spark,Automática,1.2 Ltz L4 Man At,2015,No,,,,,,,,,,,,,,,
MLM813801544,used,Distrito Federal,Cuajimalpa De Morelos,268000.0,MXN,Usado,,,,Delantera,Sí,,Ford,5,,Gasolina,73086 km,Explorer,Automática,5p Limited V6/3.5 Aut,2014,,,,,,,,,,,,,,,,
MLM812355513,used,Distrito Federal,Cuajimalpa De Morelos,338000.0,MXN,Usado,,,,Delantera,,,Kia,4,,Gasolina,41460 km,Sportage,Automática,2.4 Sxl Awd At,2017,,,,,,,,,,,,,,,,
MLM796470272,used,Nuevo León,San Pedro Garza García,239000.0,MXN,Usado,4666 mm,4,153 hp,Delantera,Sí,1399 cc,Chevrolet,4,1.4,Gasolina,30000 km,Cruze,Automática,1.4 Lt At,2018,No,,,,,,,,,,,,,,,
MLM786251586,used,Michoacán,Zamora,340000.0,MXN,Usado,,,,4x2,,3.6 L,Dodge,5,,Gasolina,100000 km,Durango,Automática,3.6 Limited V6 At,2015,,,,,,,,,,,,,,,,
MLM801460333,used,Querétaro,San Juan Del Río,245000.0,MXN,Usado,4855 mm,4,245 hp,Delantera,Sí,1998 cc,Kia,4,2.0,Gasolina,48000 km,Optima,Automática,2.0 L Turbo Gdi Sxl At,2016,,,,,,,,,,,,,,,,
MLM793116317,used,Estado De México,Naucalpan,259900.0,MXN,Usado,,,,4x4,,5.3 L,Hummer,5,,Gasolina,82000 km,H3,Manual,5.3 Adventure Con Kit Y Edicion Especial Mt,2009,,,,,,,,,,,,,,,,
MLM806305369,used,Puebla,Puebla,550000.0,MXN,Usado,,,,Trasera,,2997 cc,BMW,2,,Gasolina,31000 km,Serie 2,Automática,3.0 M240ia At,2017,,,,,,,,,,,,,,,,
MLM792934591,used,Puebla,Teziutlan,540000.0,MXN,Usado,,,,4x2,,3954 cc,Nissan,2,,Gasolina,392 km,Frontier,Automática,4.0 Pro-4x V6 4x2 At,2020,,,,,,,,,,,,,,,,
MLM804303642,used,Distrito Federal,Miguel Hidalgo,475000.0,MXN,Usado,4771 mm,5,301 hp,Delantera,Sí,3564 cc,GMC,5,3.6,Gasolina,11000 km,Terrain,Automática,3.6 Denali At,2018,,,,,,,,,,,,,,,,
MLM790436249,used,Guanajuato,León,198000.0,MXN,Usado,,,,Delantera,,2.5 L,Volkswagen,4,,Gasolina,79018 km,Passat,Automática,2.5 Sportline At,2016,,,,,,,,,,,,,,,,
MLM798129893,used,Distrito Federal,Miguel Hidalgo,233000.0,MXN,Usado,,,,,,1000 cc,BMW,,,Gasolina,3600 km,S 1000 XR,,,2017,,,Doble propósito,,,,,,,,,,,,,
MLM807308653,used,Puebla,Puebla,449000.0,MXN,Usado,,5,,4x4,Sí,3.8 L,Jeep,5,3.8,Gasolina,62000 km,Wrangler,Automática,X Rubicon Unlimited 4x4 At,2009,,,,,,,,,,,,,,,,
MLM794339960,used,Nuevo León,Monterrey,95000.0,MXN,Usado,,,,4x4,,3.2 L,Land Rover,5,,Gasolina,215000 km,Freelander,Automática,V6 Piel Qc At,2004,,,,,,,,,,,,,,,,
MLM810611695,used,Distrito Federal,Coyoacán,339000.0,MXN,Usado,,5,,4x2,Sí,3.6 L,Jeep,5,3.6,Gasolina,40000 km,Grand Cherokee,Automática,3.6 Limited V6 Nav 4x2 At,2015,,,,,,,,,,,,,,,,
MLM804589060,used,Distrito Federal,Tlalpan,275900.0,MXN,Usado,3546 mm,3,160 hp,Delantera,Sí,1368 cc,Fiat,3,1.4,Gasolina,35000 km,500,Automática,1.4 Abarth At,2017,,,,,,,,,,,,,,,,
MLM794676263,used,Distrito Federal,Tlalpan,244900.0,MXN,Usado,,,,4x4,,2 L,Mazda,5,,Gasolina,47000 km,CX-5,Manual,2.0 I Grand Touring Mt,2014,,,,,,,,,,,,,,,,
MLM805052668,used,Estado De México,Coacalco de Berriozabal,153000.0,MXN,Usado,,,,4x2,No,,Isuzu,,,,208685 km,ISUZU ELF 600 K,Manual,,2015,No,4HK1-TCN,,,,,,,,,,,,,,
MLM807033597,used,Distrito Federal,Alvaro Obregón,632000.0,MXN,Usado,,,,,No,,Audi,4,,Gasolina,8450 km,Q3,,RSQ,2017,No,,,,,,,,,,,,,,,
MLM804210529,used,Querétaro,San Juan Del Río,90000.0,MXN,Usado,,,,4x2,,,Nissan,,,,12345 km,Cobstar,Manual,,2009,,,,,,,,,,,,,,,,
MLM797634910,not_specified,Jalisco,San Miguel El Alto,102299.0,MXN,,,,,,,,Troy-Bilt,,,,,17ARCACW309,,,2020,,,,,,,,,,,,,,,,
MLM812030242,used,Distrito Federal,Miguel Hidalgo,375000.0,MXN,Usado,,,,,No,,Lincoln,0,,Gasolina,72100 km,MKC,,5P RESERVE L4/2.3/T AUT,2017,,,,,,,,,,,,,,,,
MLM785774091,used,Nuevo León,San Pedro Garza García,249900.0,MXN,Usado,,,,4x4,Sí,,Nissan,5,3.5,Gasolina,40000 km,Pathfinder,Manual,3.5 Sense Aut.,2015,No,,,,,,,,,,,,,,,
MLM802985856,used,Distrito Federal,Coyoacán,144000.0,MXN,Usado,3605 mm,5,75 hp,Delantera,Sí,999 cc,Volkswagen,5,1.0,Gasolina,33632 km,Up!,Manual,1.0 High Up Mt,2017,Sí,,,,,,,,,,,,,,,
MLM802987631,used,Distrito Federal,Coyoacán,138000.0,MXN,Usado,,,,Delantera,,1600 cc,Chevrolet,4,,Gasolina,52325 km,Sonic,Manual,1.6 Lt Mt,2016,,,,,,,,,,,,,,,,
MLM799776194,used,Distrito Federal,Miguel Hidalgo,330000.0,MXN,Usado,,,,Delantera,,,Volkswagen,4,,Gasolina,14308 km,Tiguan,Automática,Otras Versiones,2018,,,,,,,,,,,,,,,,
MLM789090514,used,Yucatán,Mérida,385000.0,MXN,Usado,,,,4x2,,,Hino,,,,230000 km,716,Manual,,2013,,,,,,,,,,,,,,,,
MLM802928929,used,Distrito Federal,Cuajimalpa De Morelos,106900.0,MXN,Usado,,,,4x2,,2.4 L,Jeep,5,,Gasolina,80000 km,Compass,Automática,Sport 4x2 Cvt,2008,,,,,,,,,,,,,,,,
MLM797318969,used,Distrito Federal,Alvaro Obregón,1020000.0,MXN,Usado,,,,4x4,,2979 cc,BMW,5,,Gasolina,2676 km,X4,Automática,3.0 X4 M40ia At,2020,,,,,,,,,,,,,,,,
MLM805110138,used,Estado De México,Tlalnepantla de Baz,309000.0,MXN,Usado,4255 mm,5,220 hp,Delantera,Sí,1984 cc,Volkswagen,5,2.0,Gasolina,105000 km,Golf GTI,Automática,2.0 Dsg Navegación Piel At,2016,,,,,,,,,,,,,,,,
MLM794006526,used,Oaxaca,Juchitan De Zaragoza,455000.0,MXN,Usado,,,,4x4,,,Nissan,4,,Diésel,32000 km,Frontier,Automática,LE 4x4 Diesel T/A Piel,2018,,,,,,,,,,,,,,,,
MLM785173260,used,Michoacán,Morelia,130000.0,MXN,Usado,,,,Delantera,,2 L,SEAT,5,,Gasolina,58000 km,Ibiza,Manual,2.0 Reference 5p Mt,2015,,,,,,,,,,,,,,,,
MLM798401524,used,Distrito Federal,Tlalpan,310000.0,MXN,Usado,,,,Trasera,,2694 cc,Toyota,2,,Gasolina,45127 km,Hiace,Manual,2.7 Panel Super Larga Mt,2019,,,,,,,,,,,,,,,,
MLM758897580,new,Distrito Federal,Gustavo A. Madero,43966.0,MXN,Nuevo,,,,,,250 cc,oubike,,,Gasolina,0 km,Otros Modelos,,,2019,,,Motocarros,,,,,,,,,,,,,
MLM773757652,used,Distrito Federal,Benito Juárez,248000.0,MXN,Usado,,,,Delantera,,,Kia,5,,Gasolina,65390 km,Soul,Automática,1.6 SX Turbo At,2017,,,,,,,,,,,,,,,,
MLM804182625,used,Puebla,Puebla,980000.0,MXN,Usado,,,,Delantera,,,BMW,4,,Eléctrico,4300 km,X3,Automática,5p xDrive30e Híbrido Conectable,2020,,,,,,,,,,,,,,,,
MLM804180494,used,Guanajuato,León,220000.0,MXN,Usado,,4,143 hp,4x2,Sí,2.3 L,Ford,4,2.3,Gasolina,90000 km,Ranger,Manual,2.3 Xl Cabina Doble Mt,2015,,,,,,,,,,,,,,,,
MLM796949587,used,Nuevo León,Monterrey,355000.0,MXN,Usado,,,,Delantera,,1496 cc,Honda,4,,Gasolina,8000 km,Civic,Automática,1.5 Turbo Touring I-style Cvt,2018,,,,,,,,,,,,,,,,
MLM808258148,used,Puebla,Puebla,125000.0,MXN,Usado,,,,Trasera,,1 L,Smart,3,,Gasolina,72500 km,Fortwo,Manual,1.0 Coupe Passion Mt,2012,,,,,,,,,,,,,,,,
MLM806285101,used,Distrito Federal,Cuajimalpa De Morelos,349500.0,MXN,Usado,,,,Delantera,,,Audi,4,,Gasolina,34980 km,A3,Automática,1.4 Sedán Dynamic At Dsg,2018,,,,,,,,,,,,,,,,
MLM813010331,used,Estado De México,Metepec,469000.0,MXN,Usado,5843 mm,4,355 hp,4x2,Sí,5328 cc,Chevrolet,4,5.4,Gasolina,15201 km,2019,Automática,SILVERADO 1500,2019,No,,,,,,,,,,,,,,,
MLM812408902,used,Nuevo León,San Pedro Garza García,234000.0,MXN,Usado,,,,,,,Ford,2,5.0,Gasolina,77000 km,Mustang,Automática,GT 5.0,2011,,,,,,,,,,,,,,,,
MLM809960524,used,Distrito Federal,Azcapotzalco,239500.0,MXN,Usado,4690 mm,5,170 hp,Delantera,Sí,2488 cc,Nissan,5,2.5,Gasolina,42000 km,X-Trail,Automática,2.5 Advance 3 Row Cvt,2017,,,,,,,,,,,,,,,,
MLM809433810,used,Puebla,Puebla,328000.0,MXN,Usado,4460 mm,5,188 hp,Delantera,Sí,2488 cc,Mazda,5,2.5,Gasolina,9840 km,Mazda 3,Automática,2.5 S Hchback At,2019,,,,,,,,,,,,,,,,
MLM807721823,used,Nuevo León,Monterrey,239900.0,MXN,Usado,,,,Trasera,,,Dodge,4,,Gasolina,90000 km,Ram 2500,Automática,LARAMIE CREW CAB,2010,,,,,,,,,,,,,,,,
MLM807471156,used,Querétaro,Querétaro,150000.0,MXN,Usado,,,,Delantera,,1560 cc,Peugeot,2,,Diésel,140000 km,Partner,Manual,1.6 Hdi Maxi Mt,2016,,,,,,,,,,,,,,,,
MLM807325461,used,Distrito Federal,Alvaro Obregón,1675000.0,MXN,Usado,,,,Trasera,Sí,,Mercedes-Benz,2,,Gasolina,21239 km,GT,Automática,4.0 S At,2016,Sí,,,,,,,,,,,,,,,
MLM806627652,used,Guanajuato,Celaya,450000.0,MXN,Usado,,,,,,,Land Rover,4,,Gasolina,72456 km,Range Rover Sport,,SPORT BLINDADA,2012,,,,,,,,,,,,,,,,
MLM806536890,used,Distrito Federal,Coyoacán,179900.0,MXN,Usado,,,,Trasera,,2.5 L,BMW,2,,Gasolina,83000 km,Serie 3,Automática,2.5 325i Coupe At,2009,,,,,,,,,,,,,,,,
MLM806000031,used,Estado De México,Huixquilucan,529000.0,MXN,Usado,,,,4x4,,1991 cc,Mercedes-Benz,5,,Gasolina,16321 km,Clase GLC,Automática,2.0 300 Sport At,2017,,,,,,,,,,,,,,,,
MLM801653782,used,Baja California,Mexicali,219800.0,MXN,Usado,,,,Delantera,,,Dodge,5,,Gasolina,73516 km,Journey,Automática,5p SE L4/2.4 Aut 7/Pas,2018,,,,,,,,,,,,,,,,
MLM801210544,used,Distrito Federal,Coyoacán,173500.0,MXN,Usado,4358 mm,5,160 hp,Delantera,Sí,1999 cc,Ford,5,2.0,Gasolina,46000 km,Focus,Automática,2.0 Se Hchback At,2016,No,,,,,,,,,,,,,,,
MLM799047656,used,Estado De México,Naucalpan,199900.0,MXN,Usado,,,,Delantera,,,Chevrolet,4,,Gasolina,18845 km,Cavalier,Automática,1.5 Premier At,2019,,,,,,,,,,,,,,,,
MLM806255490,used,Distrito Federal,Coyoacán,245000.0,MXN,Usado,4275 mm,5,148 hp,Delantera,Sí,1998 cc,Mazda,5,2.0,Gasolina,85912 km,CX-3,Automática,2.0 I Grand Touring At,2018,,,,,,,,,,,,,,,,
MLM796964195,used,Baja California,Mexicali,139900.0,MXN,Usado,,,,Delantera,,,Chevrolet,4,,Gasolina,22845 km,Beat,Manual,1.3 Nb Lt Mt,2019,,,,,,,,,,,,,,,,
MLM796552290,used,Estado De México,Acambay,325000.0,MXN,Usado,4690 mm,5,170 hp,Delantera,Sí,2488 cc,Nissan,5,2.5,Gasolina,1001 km,X-Trail,Automática,2.5 Sense 2 Row Cvt,2019,,,,,,,,,,,,,,,,
MLM796129090,used,Distrito Federal,Gustavo A. Madero,739900.0,MXN,Usado,,,,Trasera,,,Chevrolet,5,,Gasolina,12045 km,Suburban,Automática,5p LT V8/5.3 Aut Piel 2da/Banca,2019,,,,,,,,,,,,,,,,
MLM794978836,used,Querétaro,Corregidora,370000.0,MXN,Usado,,,,4x4,,2488 cc,Nissan,5,,Gasolina,5000 km,X-Trail,Automática,2.5 Exclusive 3 Row Cvt,2019,,,,,,,,,,,,,,,,
MLM803752751,used,Puebla,Puebla,179000.0,MXN,Usado,,,,4x2,,2.4 L,Jeep,5,,Gasolina,60000 km,Patriot,Automática,2.4 Sport 4x2 At,2015,,,,,,,,,,,,,,,,
MLM790395926,used,Distrito Federal,Alvaro Obregón,1249000.0,MXN,Usado,,,,4x4,,,Audi,2,,Gasolina,39000 km,R8,Manual,2p 4.2L Quattro 6vel,2009,,,,,,,,,,,,,,,,
